0	2025-11-28 18:51:46.003257		PnP Event: Connect	DOWN	0x0	5c 00 3f 00 3f 00 5c 00 55 00 53 00 42 00 23 00 56 00 49 00 44 00 5f 00 30 00 36 00 37 00 42 00 26 00 50 00 49 00 44 00 5f 00 32 00 33 00 30 00 33 00 23 00 36 00 26 00 32 00 64 00 61 00 30 00 65 00 61 00 63 00 35 00 26 00 30 00 26 00 34 00 23 00 7b 00 30 00 31 00 30 00 30 00 66 00 64 00 64 00 37 00 2d 00 62 00 65 00 35 00 61 00 2d 00 34 00 38 00 30 00 38 00 2d 00 39 00 31 00 66 00 35 00 2d 00 30 00 35 00 30 00 30 00 32 00 62 00 63 00 36 00 30 00 66 00 37 00 32 00 7d 00 	\.?.?.\.U.S.B.#.V.I.D._.0.6.7.B.&.P.I.D._.2.3.0.3.#.6.&.2.d.a.0.e.a.c.5.&.0.&.4.#.{.0.1.0.0.f.d.d.7.-.b.e.5.a.-.4.8.0.8.-.9.1.f.5.-.0.5.0.0.2.b.c.6.0.f.7.2.}.
2027	2025-11-28 18:51:52.027386	0.000020	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
2029	2025-11-28 18:51:52.027411	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
2031	2025-11-28 18:51:52.027460	0.000013	IRP_MJ_READ	UP	0x0	2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf 	*.........n....*.........n....*.........n....*.........n..
2032	2025-11-28 18:51:52.036825	0.009365	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
2034	2025-11-28 18:51:52.037001	0.000015	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
2036	2025-11-28 18:51:52.037073	0.000015	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
2038	2025-11-28 18:51:52.037104	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
2041	2025-11-28 18:51:52.043286	0.000021	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
2043	2025-11-28 18:51:52.043311	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
2045	2025-11-28 18:51:52.043360	0.000014	IRP_MJ_READ	UP	0x0	de ca 2a bf ec fc 16 7f e9 93 eb 19 2e 91 0d 40 21 35 d5 40 da ab 2a 68 d7 bc a5 0b 1f a9 0d 40 21 35 d5 40 f4 00 0e 83 16 6c 14 e6 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e 	..*...........@!5.@..*h.......@!5.@.....l...n....*.........n
2046	2025-11-28 18:51:52.052854	0.009494	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
2048	2025-11-28 18:51:52.053028	0.000015	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
2050	2025-11-28 18:51:52.053100	0.000016	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
2052	2025-11-28 18:51:52.053131	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
2055	2025-11-28 18:51:52.059370	0.000020	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
2057	2025-11-28 18:51:52.059394	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
2059	2025-11-28 18:51:52.059442	0.000013	IRP_MJ_READ	UP	0x0	f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 	....*.........n....*.........n....*.........n....*........
2060	2025-11-28 18:51:52.068915	0.009473	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
2062	2025-11-28 18:51:52.069067	0.000014	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
2064	2025-11-28 18:51:52.069134	0.000014	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
2066	2025-11-28 18:51:52.069162	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
2069	2025-11-28 18:51:52.075376	0.000024	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
2071	2025-11-28 18:51:52.075401	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
2073	2025-11-28 18:51:52.075451	0.000014	IRP_MJ_READ	UP	0x0	d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 2e 91 0d 40 21 35 d5 40 da ab 2a 68 d7 bc a5 0b 1f a8 0d 40 21 35 d5 40 f4 00 0e 83 16 6c 14 e6 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 	.n....*...........@!5.@..*h.......@!5.@.....l...n....*......
2074	2025-11-28 18:51:52.084827	0.009376	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
2076	2025-11-28 18:51:52.084880	0.000005	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
2078	2025-11-28 18:51:52.084906	0.000006	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
2080	2025-11-28 18:51:52.084920	0.000001	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
2083	2025-11-28 18:51:52.091376	0.000008	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
2085	2025-11-28 18:51:52.091393	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
2087	2025-11-28 18:51:52.091428	0.000013	IRP_MJ_READ	UP	0x0	eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f 	...n....*.........n....*.........n....*.........n....*....
2088	2025-11-28 18:51:52.101282	0.009854	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
2090	2025-11-28 18:51:52.101457	0.000016	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
2092	2025-11-28 18:51:52.101522	0.000015	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
2094	2025-11-28 18:51:52.101552	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
2097	2025-11-28 18:51:52.107245	0.000020	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
2099	2025-11-28 18:51:52.107270	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
2101	2025-11-28 18:51:52.107319	0.000014	IRP_MJ_READ	UP	0x0	e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 2e 91 0d 40 21 35 d5 40 da ab 2a 68 d7 bc a5 0b 1c a1 0d 40 21 35 d5 40 f4 00 0e 83 16 6c 14 e6 d1 6e f2 bf de ca 2a bf ec fc 	.....n....*...........@!5.@..*h.......@!5.@.....l...n....*...
2102	2025-11-28 18:51:52.117354	0.010035	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
2104	2025-11-28 18:51:52.117527	0.000013	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
2106	2025-11-28 18:51:52.117592	0.000015	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
2108	2025-11-28 18:51:52.117622	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
2111	2025-11-28 18:51:52.123321	0.000021	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
2113	2025-11-28 18:51:52.123344	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
2115	2025-11-28 18:51:52.123393	0.000013	IRP_MJ_READ	UP	0x0	16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf 	......n....*.........n....*.........n....*.........n....*.
2116	2025-11-28 18:51:52.129428	0.006035	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
2118	2025-11-28 18:51:52.129604	0.000014	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 00 00 00 00 	........$...........
2120	2025-11-28 18:51:52.129675	0.000016	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
2122	2025-11-28 18:51:52.129707	0.000003	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 00 00 00 00 	........$...........
2125	2025-11-28 18:51:52.139436	0.000021	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 00 00 00 00 	........$...........
2127	2025-11-28 18:51:52.139460	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 00 00 00 00 	........$...........
2129	2025-11-28 18:51:52.139519	0.000017	IRP_MJ_READ	UP	0x0	ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 2e 91 0d 40 21 35 d5 40 ff ff dc ba 	........n....*...........@!5.@....
2130	2025-11-28 18:51:52.139764	0.000245	IRP_MJ_WRITE	DOWN	0x0	ab cd 10 00 ed 6d 18 e6 2e fb 04 40 21 37 d5 40 53 64 b3 da 78 0f dc ba 	.....m.....@!7.@Sd..x...
2133	2025-11-28 18:51:52.155747	0.000020	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	....................
2134	2025-11-28 18:51:52.171198	0.015451	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
2136	2025-11-28 18:51:52.171311	0.000013	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
2138	2025-11-28 18:51:52.171384	0.000013	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
2140	2025-11-28 18:51:52.171412	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
2143	2025-11-28 18:51:52.171550	0.000003	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
2145	2025-11-28 18:51:52.171602	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
2147	2025-11-28 18:51:52.171634	0.000011	IRP_MJ_READ	UP	0x0	ab cd 0c 02 ea 6d 1c e4 2e fb 04 40 21 37 d5 40 da ab 2a 68 d7 bc a5 0b 1c a0 0d 40 21 35 d5 40 f4 00 0e 83 16 6c 14 e6 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 	.....m.....@!7.@..*h.......@!5.@.....l...n....*.........n....
2148	2025-11-28 18:51:52.187469	0.015835	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
2151	2025-11-28 18:51:52.187610	0.000010	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
2152	2025-11-28 18:51:52.187646	0.000035	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
2154	2025-11-28 18:51:52.187666	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
2156	2025-11-28 18:51:52.187685	0.000015	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
2159	2025-11-28 18:51:52.187712	0.000003	IRP_MJ_READ	UP	0x0	2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf 	*.........n....*.........n....*.........n....*.........n..
2160	2025-11-28 18:51:52.187735	0.000023	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	....................
2163	2025-11-28 18:51:52.203435	0.000009	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
2165	2025-11-28 18:51:52.203453	0.000003	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
2166	2025-11-28 18:51:52.203463	0.000010	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
2168	2025-11-28 18:51:52.203500	0.000010	IRP_MJ_READ	UP	0x0	de ca 2a bf ec fc 16 7f e9 93 eb 19 2e 91 0d 40 21 35 d5 40 da ab 2a 68 d7 bc a5 0b 1c a3 0d 40 21 35 d5 40 f4 00 0e 83 16 6c 14 e6 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e 	..*...........@!5.@..*h.......@!5.@.....l...n....*.........n
2170	2025-11-28 18:51:52.203519	0.000008	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	....................
2172	2025-11-28 18:51:52.203565	0.000012	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
2174	2025-11-28 18:51:52.203591	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	....................
2176	2025-11-28 18:51:52.219766	0.016165	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
2178	2025-11-28 18:51:52.219830	0.000014	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
2180	2025-11-28 18:51:52.219854	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
2183	2025-11-28 18:51:52.219894	0.000004	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
2184	2025-11-28 18:51:52.219915	0.000021	IRP_MJ_READ	UP	0x0	f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 	....*.........n....*.........n....*.........n....*........
2186	2025-11-28 18:51:52.219961	0.000014	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
2188	2025-11-28 18:51:52.219986	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	....................
2190	2025-11-28 18:51:52.235643	0.015645	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
2192	2025-11-28 18:51:52.235738	0.000008	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
2194	2025-11-28 18:51:52.235778	0.000012	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
2196	2025-11-28 18:51:52.235802	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
2199	2025-11-28 18:51:52.235991	0.000007	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
2201	2025-11-28 18:51:52.236008	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
2203	2025-11-28 18:51:52.236033	0.000007	IRP_MJ_READ	UP	0x0	d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 2e 91 0d 40 21 35 d5 40 da ab 2a 68 d7 bc a5 0b 1c a2 0d 40 21 35 d5 40 f4 00 0e 83 16 6c 14 e6 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 	.n....*...........@!5.@..*h.......@!5.@.....l...n....*......
2204	2025-11-28 18:51:52.252001	0.015967	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
2206	2025-11-28 18:51:52.252070	0.000012	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
2208	2025-11-28 18:51:52.252089	0.000010	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
2210	2025-11-28 18:51:52.252119	0.000029	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
2212	2025-11-28 18:51:52.252157	0.000013	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
2214	2025-11-28 18:51:52.252179	0.000012	IRP_MJ_READ	UP	0x0	eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f 	...n....*.........n....*.........n....*.........n....*....
2216	2025-11-28 18:51:52.252214	0.000019	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	....................
2219	2025-11-28 18:51:52.267893	0.000019	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	....................
2220	2025-11-28 18:51:52.268115	0.000223	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
2222	2025-11-28 18:51:52.268196	0.000008	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
2224	2025-11-28 18:51:52.268265	0.000015	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
2226	2025-11-28 18:51:52.268292	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
2229	2025-11-28 18:51:52.283891	0.000020	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
2231	2025-11-28 18:51:52.283915	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
2233	2025-11-28 18:51:52.283964	0.000013	IRP_MJ_READ	UP	0x0	e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 2e 91 0d 40 21 35 d5 40 da ab 2a 68 d7 bc a5 0b 1c a5 0d 40 21 35 d5 40 f4 00 0e 83 16 6c 14 e6 d1 6e f2 bf de ca 2a bf ec fc 	.....n....*...........@!5.@..*h.......@!5.@.....l...n....*...
